Turtle ID,Observation Date,Observation Time,Latitude,Longitude
ST2012-349,29-Nov-12,10:00,41.768839,-70.083367
ST2012-351,29-Nov-12,14:00,41.775925,-70.054562
ST2012-352,29-Nov-12,14:00,41.761075,-70.116335
ST2012-354,29-Nov-12,13:00,41.742288,-70.217736
ST2012-355,29-Nov-12,14:00,41.760179,-70.119725
ST2012-356,29-Nov-12,14:00,41.782324,-70.03765
ST2012-358,29-Nov-12,12:00,41.739795,-70.385838
ST2012-359,29-Nov-12,13:00,41.73529,-70.320132
ST2012-360,29-Nov-12,14:00,41.710812,-70.275276
ST2012-361,29-Nov-12,,41.75082,-70.191802
ST2012-312,28-Nov-12,6:45,41.750356,-70.184909
ST2012-313,28-Nov-12,6:45,41.751029,-70.180995
ST2012-314,28-Nov-12,6:45,41.750915,-70.181927
ST2012-316,28-Nov-12,11:00,41.757584,-70.148657
ST2012-317,28-Nov-12,11:00,41.75644,-70.152526
ST2012-318,28-Nov-12,11:00,41.75695,-70.150457
ST2012-319,28-Nov-12,11:00,41.768495,-70.083952
ST2012-320,28-Nov-12,11:00,41.769524,-70.081414
ST2012-321,28-Nov-12,0:00,41.76858,-70.084113
ST2012-322,28-Nov-12,12:00,41.768261,-70.085565
ST2012-323,28-Nov-12,12:30,41.776026,-70.05428
ST2012-324,28-Nov-12,14:00,41.775945,-70.054499
ST2012-325,28-Nov-12,14:00,41.775874,-70.054941
ST2012-326,28-Nov-12,,41.773196,-70.063575
ST2012-327,28-Nov-12,11:05,41.750655,-70.182249
ST2012-328,28-Nov-12,11:10,41.736367,-70.349409
ST2012-329,28-Nov-12,11:15,41.736362,-70.348505
ST2012-330,28-Nov-12,11:20,41.735266,-70.320637
ST2012-331,28-Nov-12,11:35,41.723803,-70.272977
ST2012-332,28-Nov-12,11:30,41.737968,-70.371136
ST2012-333,28-Nov-12,11:35,41.738118,-70.373306
ST2012-335,28-Nov-12,18:00,41.742419,-70.217206
ST2012-336,28-Nov-12,18:00,41.740929,-70.220557
ST2012-337,28-Nov-12,18:00,41.741644,-70.218929
ST2012-340,28-Nov-12,16:30,41.761075,-70.116335
ST2012-300,27-Nov-12,22:00,41.772984,-70.072473
ST2012-301,27-Nov-12,22:30,41.806243,-70.003922
ST2012-304,27-Nov-12,23:00,41.899791,-70.071158
ST2012-307,27-Nov-12,7:00,41.753742,-70.171825
ST2012-308,27-Nov-12,10:00,41.832775,-70.004046
ST2012-309,27-Nov-12,10:00,41.761042,-70.114062
ST2012-310,27-Nov-12,10:00,41.759362,-70.120695
ST2012-311,27-Nov-12,14:00,41.922731,-70.072587
ST2012-281,26-Nov-12,7:00,41.785242,-70.031415
ST2012-282,26-Nov-12,9:00,41.83676,-70.004343
ST2012-283,26-Nov-12,9:15,41.8292,-70.003743
ST2012-284,26-Nov-12,,41.799761,-70.008933
ST2012-285,26-Nov-12,10:30,41.806398,-70.003064
ST2012-286,26-Nov-12,10:00,41.907502,-70.071589
ST2012-287,26-Nov-12,10:00,41.915066,-70.07237
ST2012-288,26-Nov-12,11:00,41.953998,-70.076616
ST2012-289,26-Nov-12,10:00,41.773314,-70.063269
ST2012-290,26-Nov-12,10:30,41.781843,-70.038852
ST2012-291,26-Nov-12,10:00,41.898966,-70.071525
ST2012-292,26-Nov-12,12:30,41.750493,-70.186888
ST2012-293,26-Nov-12,12:30,41.781833,-70.038759
ST2012-294,26-Nov-12,15:00,41.837037,-70.004441
ST2012-295,26-Nov-12,15:00,41.746003,-70.620467
ST2012-296,26-Nov-12,,41.381891,-70.037573
ST2012-297,26-Nov-12,23:30,41.955696,-70.076599
ST2012-298,26-Nov-12,0:00,41.960703,-70.077246
ST2012-302,26-Nov-12,22:00,41.786295,-70.029442
ST2012-305,26-Nov-12,22:00,41.92305,-70.072787
ST2012-269,25-Nov-12,10:00,41.78838,-70.021489
ST2012-270,25-Nov-12,9:00,41.830699,-70.00116
ST2012-271,25-Nov-12,9:00,41.837011,-70.00447
ST2012-272,25-Nov-12,10:00,41.776009,-70.054369
ST2012-273,25-Nov-12,9:40,41.750698,-70.182058
ST2012-274,25-Nov-12,10:00,41.768493,-70.084238
ST2012-275,25-Nov-12,22:40,41.796099,-70.01453
ST2012-276,25-Nov-12,21:30,41.831983,-70.00406
ST2012-277,25-Nov-12,21:45,41.829693,-70.003853
ST2012-278,25-Nov-12,22:00,41.825759,-70.003839
ST2012-279,25-Nov-12,22:00,41.836334,-70.00432
ST2012-280,25-Nov-12,22:05,41.837679,-70.004389
ST2012-268,24-Nov-12,20:34,41.750666,-70.182272
ST2012-261,23-Nov-12,9:15,41.749582,-70.431351
ST2012-262,23-Nov-12,9:00,41.746915,-70.425082
ST2012-266,23-Nov-12,16:30,41.710137,-70.289468
ST2012-250,22-Nov-12,7:30,41.762508,-70.108603
ST2012-251,22-Nov-12,9:30,41.74144,-70.397125
ST2012-252,22-Nov-12,9:45,41.775321,-70.494737
ST2012-253,22-Nov-12,9:50,41.742588,-70.404865
ST2012-254,22-Nov-12,9:55,41.741669,-70.219154
ST2012-256,22-Nov-12,,41.737034,-70.359042
ST2012-257,22-Nov-12,,41.737166,-70.360744
ST2012-258,22-Nov-12,13:00,41.73826,-70.373664
ST2012-259,22-Nov-12,13:00,41.742129,-70.217943
ST2012-263,22-Nov-12,11:00,41.768554,-70.083937
ST2012-242,21-Nov-12,10:30,41.736586,-70.349715
ST2012-243,21-Nov-12,10:30,41.738852,-70.378104
ST2012-244,21-Nov-12,10:30,41.738852,-70.378104
ST2012-245,21-Nov-12,10:30,41.739024,-70.377626
ST2012-246,21-Nov-12,10:50,41.738048,-70.371308
ST2012-247,21-Nov-12,10:50,41.731174,-70.2896
ST2012-248,21-Nov-12,,41.746517,-70.205248
ST2012-249,21-Nov-12,15:00,41.775321,-70.494737
ST2012-239,20-Nov-12,9:00,41.755959,-70.155693
ST2012-240,20-Nov-12,11:00,41.738718,-70.378765
ST2012-241,20-Nov-12,11:00,41.73663,-70.349879
ST2012-238,19-Nov-12,11:50,41.752575,-70.442053
ST2012-231,18-Nov-12,7:05,41.754378,-70.168799
ST2012-232,18-Nov-12,7:30,41.742032,-70.218376
ST2012-233,18-Nov-12,8:30,41.759353,-70.128483
ST2012-234,18-Nov-12,7:45,41.737005,-70.382393
ST2012-235,18-Nov-12,,41.737005,-70.382393
ST2012-236,18-Nov-12,11:30,41.7504,-70.185559
ST2012-237,18-Nov-12,17:00,41.734736,-70.300558
ST2012-224,17-Nov-12,,41.736095,-70.339156
ST2012-225,17-Nov-12,,41.742798,-70.406231
ST2012-226,17-Nov-12,,41.739315,-70.379324
ST2012-227,17-Nov-12,,41.738298,-70.374716
ST2012-228,17-Nov-12,,41.764636,-70.101266
ST2012-229,17-Nov-12,,41.750698,-70.182058
ST2012-230,17-Nov-12,,41.742545,-70.216849
ST2012-221,16-Nov-12,,41.769547,-70.081417
ST2012-222,16-Nov-12,,41.757061,-70.150279
ST2012-223,16-Nov-12,,41.759657,-70.137571
